datetime,temp,wind,sun,rain
2008-03-01,6.0956221198156735,11.577500000000002,3.791458654661165,145.20007441131352
2008-04-01,7.944682539304094,8.6118,5.330110547787731,74.10712325292522
2008-05-01,13.036482334869415,7.2997,6.502957181904888,25.973464601285865
2008-06-01,14.02829888712243,8.503,7.124947730105847,92.21514202641244
2008-07-01,16.258532818532796,8.246299999999998,6.362771817703274,100.81519406736273
2008-08-01,16.218125960061442,8.453,3.930116640694057,134.1080522869568
2008-09-01,13.536587301587298,7.293000000000001,4.148547866990044,108.02656017871224
2008-10-01,9.752732871439548,10.8508,3.982972286581818,246.9289398869074
2008-11-01,6.977539682539692,9.5902,1.843285186037117,118.3968582384534
2008-12-01,3.719969278033794,8.3745,2.1357373743841666,137.86828757772528
2009-01-01,3.299001536098317,10.0624,1.9597632735816763,161.93506062432306
2009-02-01,4.3562074829932005,7.726800000000001,1.9830407323614891,42.12708766135079
2009-03-01,6.928494623655915,10.2533,5.009944970966716,119.49319375355812
2009-04-01,9.706190476190484,8.149099999999999,5.674282837928785,81.16547175994535
2009-05-01,11.94278033794163,9.9228,6.884537271782012,133.9098689522717
2009-06-01,14.765712012728722,6.765899999999999,7.007729826718791,56.216838905871214
2009-07-01,16.170890937019937,8.616200000000001,6.179206214814545,126.64650955579106
2009-08-01,16.556144393241148,9.5941,5.868541871094133,191.2083755155201
2009-09-01,14.1853968253968,8.5613,5.014471306594052,90.42202701524398
2009-10-01,11.483256528417796,8.5127,2.9450170857437152,129.06304654292455
2009-11-01,8.421507936507938,11.7194,2.3267143123423124,263.250280724694
2009-12-01,3.0854070660522317,7.5862,1.9989932938334736,68.06486607652545
2010-01-01,1.495007680491551,7.877500000000001,1.8767686518837927,61.31452479823075
2010-02-01,2.750170068027212,6.442699999999999,2.141152744685024,59.96653795337465
2010-03-01,6.097926267281115,8.585899999999999,4.049848086851803,73.38925398541663
2010-04-01,8.876984126984118,7.901899999999999,6.858118032666884,88.29084210485168
2010-05-01,10.791321044546862,6.7252,6.855168072291649,32.423890253204725
2010-06-01,15.277936507936491,6.557399999999998,7.947981287962771,32.46554937316371
2010-07-01,17.01536098310294,9.0075,5.2295893718780855,154.0551115531112
2010-08-01,15.349385560675874,7.569399999999999,4.912164030907614,90.8588083384525
2010-09-01,13.958412698412696,8.5133,4.46617270331684,129.22001638611357
2010-10-01,10.398003072196628,8.7516,3.58532318497088,137.5214515407369
2010-11-01,5.378968253968253,8.930399999999999,2.2251363666470425,119.26846390778849
2010-12-01,-0.2701996927803377,6.1871,1.4273812252586835,41.89580696924279
2011-01-01,3.855990783410136,7.739300000000001,1.6848694413173746,130.61117056359075
2011-02-01,6.346598639455786,9.7566,1.806635051797659,181.500936578352
2011-03-01,6.761059907834103,7.151,4.276407213616134,79.67851351702181
2011-04-01,11.665952380952367,7.818200000000001,7.307219062917321,74.44232857649041
2011-05-01,12.25522273425498,11.113,6.690158230154776,188.91010949738688
2011-06-01,14.019206349206344,7.696199999999999,6.913525165134287,86.34241244431504
2011-07-01,15.312596006144402,6.7463,6.014396120657171,83.14716539781115
2011-08-01,15.434715821812595,7.189399999999999,4.835368643273541,131.56491152895222
2011-09-01,15.103015873015869,10.3523,5.12399640300347,194.38421433521145
2011-10-01,12.38118279569894,10.5117,3.712617274987472,231.4445067473057
2011-11-01,9.531825396825417,9.8999,2.033334860450964,197.0184526844108
2011-12-01,5.921198156682017,12.4406,1.6294236818314232,310.1661065057991
2012-01-01,5.46874039938556,10.427404910458334,2.1411844008875582,163.4160991364783
2012-02-01,4.388587848932674,8.782859982237811,2.5760465642604986,109.800846392717
2012-03-01,8.453917050086952,7.427085337200542,5.338045080892512,54.96466390690198
2012-04-01,7.339444444444432,8.11272106056007,4.421777627637288,61.44200564926418
2012-05-01,11.592165898617507,7.367647577934415,6.124871083287841,76.07467673105383
2012-06-01,13.587777777777774,7.951254831202995,4.314484910880895,123.70096941602102
2012-07-01,15.389170506912444,7.050028593751757,5.353787449500559,111.77061745632504
2012-08-01,16.631182795698958,7.297673726574707,5.337502464864012,119.34264111587166
2012-09-01,13.180873015873011,9.057673900824032,5.470426291744419,124.4660633627393
2012-10-01,9.511827956989254,7.05938890200443,3.034475473478755,150.9318669480695
2012-11-01,6.651031746031744,8.228266534012343,2.313859682989083,172.12391949691786
2012-12-01,4.835330261136714,9.270071003788516,1.7671297151551255,188.07957672334305
2013-01-01,3.925576036866361,8.866217165244565,1.5651626802214906,155.50559461215812
2013-02-01,3.3813775510204045,7.992465852753702,2.4332977481983025,64.70523424115319
2013-03-01,2.9526881720430067,8.357968117994895,2.4528242663112505,34.178856265138535
2013-04-01,7.41015873015873,9.846858818702009,5.955072730459167,92.7904176759024
2013-05-01,10.551766513056831,9.093079845536408,6.304336112303834,102.25096591244755
2013-06-01,13.947222222222216,7.611450794239654,6.147089499286161,43.35766526850593
2013-07-01,18.2352534562212,6.393319252863871,8.474045437284536,62.78415549122704
2013-08-01,16.916129032258038,7.705255078524614,6.2696247314309925,86.34410704791163
2013-09-01,13.899126984126982,7.423584353535013,4.301856090721791,100.06418739292256
2013-10-01,12.471812596006115,9.34525234674491,2.881029100181101,194.6952856383293
2013-11-01,6.369682539682547,8.058522281429518,2.502419254870782,119.59738287942342
2013-12-01,6.396313364055297,12.508241723157171,1.7741073208788465,265.680309564601
2014-01-01,5.6493855606758885,10.632822622303724,1.7838531429934008,187.79470660648332
2014-02-01,6.270493197278917,13.186645953254184,3.3485601044193,192.58273638548565
2014-03-01,7.560215053763452,9.755052713371043,4.691432015355514,133.55065361392815
2014-04-01,10.11103174603176,8.199778779449245,5.2530361757105934,84.79221525294565
2014-05-01,12.258832565284154,7.483546006091876,5.838929756084764,119.57186822205288
2014-06-01,15.220396825396808,6.175870928389384,7.263359162017503,50.72097426578346
2014-07-01,17.595545314900153,6.879934182880586,7.468831814574452,78.83023037692713
2014-08-01,15.227112135176627,8.77230062161994,6.340108307386391,117.04429333489657
2014-09-01,14.895634920634924,5.484711256915521,4.597112097600211,24.948625359048016
2014-10-01,12.31766513056836,10.020628992238937,3.1789914159537305,224.80153584618088
2014-11-01,8.412936507936504,7.590060503362296,2.002511736776269,100.33597514508472
2014-12-01,5.486943164362511,10.301286005056197,2.26453720050821,205.5162143150244
2015-01-01,4.777188940092164,12.30545351414932,2.2353788018361853,239.7818841832325
2015-02-01,4.289795918367343,9.296496836585073,3.1470907655177607,114.98134831460676
2015-03-01,6.331259600614448,10.563320684365682,4.432794232263259,168.03000864304238
2015-04-01,9.086269841269845,7.756313384969204,7.082956322488444,75.43051570152693
2015-05-01,10.863594470046063,9.945273920003917,5.866200143495663,153.50725439354656
2015-06-01,14.006666666666668,8.356012847006916,7.50889670525838,85.91428406799194
2015-07-01,15.721198156682016,8.38241074492982,6.059147205629184,124.76585422068568
2015-08-01,15.923041474654402,7.961966081815181,5.231114717642078,99.53552578507636
2015-09-01,12.746666666666655,6.9480837415777135,5.700258681845385,35.15111495246327
2015-10-01,10.8810291858679,6.712245860466778,2.9951720500008,74.39450878709307
2015-11-01,9.492579365079374,10.95637064575641,1.3248903709035005,251.36726591760305
2015-12-01,9.507949308755771,13.360691098176606,1.1309983583377272,300.39259867473345
2016-01-01,5.681528417818746,10.816307152946663,1.698181949602025,215.6101417955548
2016-02-01,5.074548440065678,10.315948503309558,2.957964090767533,167.80868641376142
2016-03-01,6.106298003072196,8.350782263093167,3.966732563229984,86.25377430205877
2016-04-01,7.5040476190476175,8.265336165176526,5.741150544120267,85.51302905043059
2016-05-01,12.165076923076928,7.989702197372228,6.460799387442088,80.51375528702894
2016-06-01,14.861269841269838,6.917617298655159,4.364186311933977,62.42839721156318
2016-07-01,16.70414746543779,7.737949156582271,6.323817544720387,118.50421845886702
2016-08-01,16.86113671274962,8.149338141581408,6.878525943304616,112.52261356749467
2016-09-01,15.787539682539686,8.930118344429065,4.417996780777221,171.75543990605678
2016-10-01,10.878955453149002,6.510823726241289,3.6053136144598135,48.67067292648071
2016-11-01,5.844206349206349,7.596273910478029,2.6645341013425305,101.39257556447836
2016-12-01,6.46658986175115,8.803784451079293,1.647452696761187,129.5563443610901
2017-01-01,4.32826420890937,8.24211825823136,2.069591261591606,84.84555695687159
